octal_div([train(6641)], [train(34757)], 11).
octal_div([train(45521)], [train(19305)], 7).
octal_div([train(40339)], [train(23520)], 4).
octal_div([train(4922)], [train(20961)], 6).
octal_div([train(41078)], [train(40651)], 10).
octal_div([train(2904)], [train(31203)], 0).
octal_div([train(18660)], [train(11404)], 10).
octal_div([train(22361)], [train(43928)], 1).
octal_div([train(6159)], [train(31179)], 6).
octal_div([train(16977)], [train(30570)], 2).
octal_div([train(17187)], [train(29908)], 0).
octal_div([train(39384)], [train(39550)], 3).
octal_div([train(31244)], [train(29285)], 11).
octal_div([train(48776)], [train(56830)], 1).
octal_div([train(48546)], [train(32744)], 2).
octal_div([train(20324)], [train(1184)], 1).
octal_div([train(37412)], [train(12871)], 1).
octal_div([train(36519)], [train(58780)], 0).
octal_div([train(38590)], [train(21566)], 0).
octal_div([train(46854)], [train(7106)], 1).
octal_div([train(53044)], [train(447)], 11).
octal_div([train(4996)], [train(45088)], 1).
octal_div([train(21147)], [train(20384)], 2).
octal_div([train(55125)], [train(33667)], 11).
octal_div([train(20578)], [train(7928)], 1).
octal_div([train(34190)], [train(38982)], 1).
octal_div([train(26336)], [train(44093)], 11).
octal_div([train(54006)], [train(57585)], 2).
octal_div([train(34218)], [train(46089)], 2).
octal_div([train(34345)], [train(59045)], 0).
octal_div([train(52669)], [train(47613)], 1).
octal_div([train(36675)], [train(39352)], 4).
octal_div([train(56338)], [train(6436)], 1).
octal_div([train(48565)], [train(8513)], 6).
octal_div([train(51824)], [train(37080)], 0).
octal_div([train(55984)], [train(16735)], 6).
octal_div([train(24235)], [train(6018)], 1).
octal_div([train(712)], [train(29681)], 0).
octal_div([train(14012)], [train(25007)], 0).
octal_div([train(43757)], [train(14615)], 4).
octal_div([train(37043)], [train(15887)], 0).
octal_div([train(7786)], [train(35723)], 0).
octal_div([train(23125)], [train(53453)], 2).
octal_div([train(54376)], [train(16660)], 4).
octal_div([train(18416)], [train(46452)], 5).
octal_div([train(8343)], [train(52361)], 0).
octal_div([train(29501)], [train(52649)], 1).
octal_div([train(59135)], [train(38554)], 11).
octal_div([train(14402)], [train(22286)], 0).
octal_div([train(41542)], [train(2708)], 1).
octal_div([train(40386)], [train(21964)], 7).
octal_div([train(45749)], [train(40319)], 4).
octal_div([train(39742)], [train(20611)], 6).
octal_div([train(1426)], [train(43142)], 11).
octal_div([train(22390)], [train(12248)], 1).
octal_div([train(16082)], [train(50837)], 3).
octal_div([train(14898)], [train(24102)], 7).
octal_div([train(3213)], [train(58240)], 0).
octal_div([train(59310)], [train(27874)], 3).
octal_div([train(7028)], [train(58307)], 7).
octal_div([train(25814)], [train(7399)], 0).
octal_div([train(11633)], [train(38892)], 3).
octal_div([train(52427)], [train(45217)], 3).
octal_div([train(58072)], [train(20898)], 1).
octal_div([train(59796)], [train(30381)], 1).
octal_div([train(9204)], [train(51879)], 0).
octal_div([train(6769)], [train(21476)], 11).
octal_div([train(52312)], [train(47950)], 0).
octal_div([train(55664)], [train(23129)], 0).
octal_div([train(33500)], [train(53966)], 3).
octal_div([train(55578)], [train(7177)], 4).
octal_div([train(35039)], [train(2866)], 0).
octal_div([train(43846)], [train(34968)], 1).
octal_div([train(12321)], [train(13058)], 0).
octal_div([train(22317)], [train(12763)], 0).
octal_div([train(43656)], [train(22100)], 4).
octal_div([train(49247)], [train(3930)], 1).
octal_div([train(50171)], [train(59711)], 1).
octal_div([train(16804)], [train(27270)], 11).
octal_div([train(31865)], [train(26186)], 0).
octal_div([train(3015)], [train(23766)], 0).
octal_div([train(14547)], [train(51471)], 3).
octal_div([train(51947)], [train(37280)], 1).
octal_div([train(49595)], [train(7242)], 0).
octal_div([train(11829)], [train(9429)], 1).
octal_div([train(52055)], [train(19972)], 1).
octal_div([train(21203)], [train(49633)], 0).
octal_div([train(13917)], [train(12923)], 1).
octal_div([train(44411)], [train(16125)], 0).
octal_div([train(39049)], [train(23348)], 1).
octal_div([train(20895)], [train(43937)], 0).
octal_div([train(1723)], [train(24922)], 0).
octal_div([train(11217)], [train(18545)], 0).
octal_div([train(35913)], [train(42657)], 4).
octal_div([train(11485)], [train(39174)], 1).
octal_div([train(25143)], [train(25781)], 10).
octal_div([train(4426)], [train(59521)], 6).
octal_div([train(19261)], [train(30475)], 0).
octal_div([train(57908)], [train(28223)], 2).
octal_div([train(39123)], [train(42068)], 2).
octal_div([train(950)], [train(47399)], 1).
octal_div([train(55070)], [train(22673)], 1).
octal_div([train(50235)], [train(18347)], 0).
octal_div([train(21543)], [train(4645)], 1).
octal_div([train(37612)], [train(798)], 1).
octal_div([train(40648)], [train(53)], 0).
octal_div([train(9852)], [train(5743)], 1).
octal_div([train(37218)], [train(48538)], 1).
octal_div([train(32281)], [train(57457)], 1).
octal_div([train(3196)], [train(42519)], 2).
octal_div([train(1102)], [train(4801)], 0).
octal_div([train(17050)], [train(50866)], 0).
octal_div([train(55419)], [train(29668)], 3).
octal_div([train(40820)], [train(46578)], 0).
octal_div([train(16755)], [train(53187)], 3).
octal_div([train(59098)], [train(7784)], 2).
octal_div([train(48290)], [train(49607)], 3).
octal_div([train(34025)], [train(29027)], 0).
octal_div([train(21614)], [train(24655)], 0).
octal_div([train(51997)], [train(1815)], 0).
octal_div([train(13252)], [train(7363)], 4).
octal_div([train(5402)], [train(53310)], 11).
octal_div([train(23565)], [train(36805)], 2).
octal_div([train(22254)], [train(53830)], 0).
octal_div([train(27535)], [train(9087)], 1).
octal_div([train(5128)], [train(10267)], 1).
octal_div([train(52920)], [train(27138)], 2).
octal_div([train(58464)], [train(10194)], 4).
octal_div([train(39768)], [train(19518)], 1).
octal_div([train(53648)], [train(52874)], 4).
octal_div([train(53019)], [train(1558)], 1).
octal_div([train(26507)], [train(1909)], 0).
octal_div([train(44572)], [train(22134)], 1).
octal_div([train(48143)], [train(9256)], 5).
octal_div([train(22601)], [train(3871)], 0).
octal_div([train(21509)], [train(8120)], 3).
octal_div([train(38613)], [train(28015)], 10).
octal_div([train(4083)], [train(754)], 2).
octal_div([train(58042)], [train(29202)], 1).
octal_div([train(44326)], [train(51935)], 0).
octal_div([train(59847)], [train(17413)], 0).
octal_div([train(12352)], [train(49090)], 1).
octal_div([train(6261)], [train(27418)], 1).
octal_div([train(9197)], [train(6255)], 0).
octal_div([train(29097)], [train(37361)], 1).
octal_div([train(13314)], [train(57931)], 0).
octal_div([train(47362)], [train(48916)], 7).
octal_div([train(3565)], [train(7617)], 0).
octal_div([train(11194)], [train(12475)], 1).
octal_div([train(8507)], [train(44724)], 10).
octal_div([train(53254)], [train(57475)], 2).
octal_div([train(28086)], [train(26421)], 4).
octal_div([train(19580)], [train(49330)], 1).
octal_div([train(45660)], [train(18370)], 4).
octal_div([train(49526)], [train(26449)], 2).
octal_div([train(21976)], [train(43951)], 5).
octal_div([train(41689)], [train(37939)], 3).
octal_div([train(58058)], [train(10057)], 1).
octal_div([train(48359)], [train(29224)], 2).
octal_div([train(47167)], [train(25699)], 0).
octal_div([train(13749)], [train(27441)], 1).
octal_div([train(24127)], [train(59597)], 3).
octal_div([train(23582)], [train(51432)], 10).
octal_div([train(11622)], [train(47969)], 1).
octal_div([train(3601)], [train(7168)], 1).
octal_div([train(59681)], [train(48392)], 0).
octal_div([train(21683)], [train(14859)], 2).
octal_div([train(57890)], [train(52169)], 1).
octal_div([train(39859)], [train(20807)], 0).
octal_div([train(28817)], [train(20432)], 3).
octal_div([train(50704)], [train(17691)], 2).
octal_div([train(31535)], [train(41778)], 0).
octal_div([train(20608)], [train(59887)], 0).
octal_div([train(40431)], [train(15523)], 5).
octal_div([train(21126)], [train(7935)], 2).
octal_div([train(28456)], [train(28834)], 0).
octal_div([train(50112)], [train(8234)], 1).
octal_div([train(56754)], [train(3687)], 1).
octal_div([train(19810)], [train(51689)], 1).
octal_div([train(29874)], [train(48209)], 11).
octal_div([train(34086)], [train(41765)], 0).
octal_div([train(18436)], [train(6154)], 1).
octal_div([train(7847)], [train(57319)], 3).
octal_div([train(55695)], [train(3341)], 4).
octal_div([train(17013)], [train(34319)], 1).
octal_div([train(20295)], [train(21478)], 1).
octal_div([train(24827)], [train(7369)], 3).
octal_div([train(20716)], [train(43315)], 5).
octal_div([train(20843)], [train(56920)], 0).
octal_div([train(54845)], [train(39619)], 1).
octal_div([train(30222)], [train(10634)], 0).
octal_div([train(17539)], [train(12587)], 0).
octal_div([train(24692)], [train(32296)], 7).
octal_div([train(26515)], [train(26539)], 10).
octal_div([train(20082)], [train(58172)], 2).
octal_div([train(19822)], [train(5305)], 0).
octal_div([train(8872)], [train(36904)], 2).
octal_div([train(25810)], [train(17288)], 3).
octal_div([train(47407)], [train(34403)], 1).
octal_div([train(46494)], [train(22357)], 0).
octal_div([train(28850)], [train(20686)], 6).
octal_div([train(46101)], [train(48041)], 6).
octal_div([train(5612)], [train(36408)], 0).
octal_div([train(33668)], [train(42346)], 2).
octal_div([train(32764)], [train(1527)], 3).
octal_div([train(39665)], [train(16436)], 1).
octal_div([train(32144)], [train(27809)], 0).
octal_div([train(47729)], [train(35289)], 1).
octal_div([train(42262)], [train(34184)], 0).
octal_div([train(16817)], [train(26078)], 0).
octal_div([train(10107)], [train(6471)], 0).
octal_div([train(12096)], [train(49077)], 3).
octal_div([train(49649)], [train(27091)], 5).
octal_div([train(40281)], [train(12333)], 1).
octal_div([train(43706)], [train(969)], 0).
octal_div([train(39313)], [train(50082)], 1).
octal_div([train(52784)], [train(41723)], 2).
octal_div([train(48090)], [train(44611)], 3).
octal_div([train(47340)], [train(14945)], 1).
octal_div([train(53868)], [train(21938)], 3).
octal_div([train(40571)], [train(38872)], 2).
octal_div([train(29467)], [train(43137)], 1).
octal_div([train(2069)], [train(12971)], 4).
octal_div([train(26511)], [train(55488)], 2).
octal_div([train(21587)], [train(10399)], 7).
octal_div([train(37153)], [train(13057)], 0).
octal_div([train(34326)], [train(53910)], 1).
octal_div([train(11745)], [train(46442)], 3).
octal_div([train(42968)], [train(14858)], 1).
octal_div([train(17476)], [train(44454)], 0).
octal_div([train(50695)], [train(510)], 2).
octal_div([train(21949)], [train(5214)], 1).
octal_div([train(48792)], [train(3058)], 1).
octal_div([train(17705)], [train(35198)], 4).
octal_div([train(18011)], [train(6759)], 1).
octal_div([train(7585)], [train(41601)], 0).
octal_div([train(16470)], [train(41437)], 11).
octal_div([train(9477)], [train(32439)], 2).
octal_div([train(13114)], [train(21201)], 3).
octal_div([train(31713)], [train(48146)], 1).
octal_div([train(44662)], [train(48534)], 5).
octal_div([train(81)], [train(522)], 0).
octal_div([train(1373)], [train(24487)], 4).
octal_div([train(26548)], [train(39646)], 3).
octal_div([train(15871)], [train(20100)], 2).
octal_div([train(25715)], [train(35822)], 2).
octal_div([train(33518)], [train(27664)], 3).
octal_div([train(53785)], [train(13223)], 0).
octal_div([train(7589)], [train(43321)], 0).
octal_div([train(58749)], [train(8844)], 2).
octal_div([train(36746)], [train(48662)], 2).
octal_div([train(11091)], [train(38925)], 0).
octal_div([train(10212)], [train(2824)], 2).
octal_div([train(2795)], [train(57264)], 3).
octal_div([train(35926)], [train(20274)], 4).
octal_div([train(41523)], [train(29804)], 1).
octal_div([train(59663)], [train(50150)], 10).
octal_div([train(30232)], [train(49814)], 2).
octal_div([train(21746)], [train(17511)], 1).
octal_div([train(53728)], [train(38402)], 2).
octal_div([train(59881)], [train(48084)], 1).
octal_div([train(7649)], [train(43316)], 0).
octal_div([train(31380)], [train(10446)], 1).
octal_div([train(20415)], [train(28862)], 4).
octal_div([train(11764)], [train(56705)], 1).
octal_div([train(44248)], [train(28656)], 2).
octal_div([train(44503)], [train(34091)], 6).
octal_div([train(11730)], [train(42531)], 6).
octal_div([train(10223)], [train(22207)], 1).
octal_div([train(24689)], [train(15141)], 0).
octal_div([train(21718)], [train(14860)], 11).
octal_div([train(53601)], [train(57725)], 1).
octal_div([train(19926)], [train(24226)], 1).
octal_div([train(19790)], [train(39365)], 2).
octal_div([train(54657)], [train(50284)], 1).
octal_div([train(57705)], [train(54036)], 0).
octal_div([train(56545)], [train(26154)], 2).
octal_div([train(45975)], [train(33674)], 0).
octal_div([train(54511)], [train(19343)], 1).
octal_div([train(188)], [train(48446)], 4).
octal_div([train(13622)], [train(18280)], 2).
octal_div([train(57382)], [train(4464)], 1).
octal_div([train(13371)], [train(37165)], 0).
octal_div([train(12936)], [train(780)], 10).
octal_div([train(21205)], [train(30295)], 1).
octal_div([train(14564)], [train(12222)], 0).
octal_div([train(16598)], [train(47043)], 0).
octal_div([train(22728)], [train(18565)], 3).
octal_div([train(12227)], [train(24118)], 2).
octal_div([train(15042)], [train(25155)], 0).
octal_div([train(5430)], [train(20303)], 2).
octal_div([train(7291)], [train(54831)], 3).
octal_div([train(40403)], [train(35701)], 4).
octal_div([train(6708)], [train(6063)], 0).
octal_div([train(32834)], [train(7539)], 0).
octal_div([train(21602)], [train(7021)], 0).
octal_div([train(49354)], [train(22236)], 0).
octal_div([train(9466)], [train(8)], 3).
octal_div([train(22110)], [train(44418)], 11).
octal_div([train(18255)], [train(19750)], 1).
octal_div([train(25775)], [train(15561)], 7).
octal_div([train(31457)], [train(42898)], 2).
octal_div([train(25313)], [train(45927)], 4).
octal_div([train(52480)], [train(36545)], 1).
octal_div([train(54908)], [train(45037)], 2).
octal_div([train(21141)], [train(59964)], 0).
octal_div([train(43093)], [train(7160)], 11).
octal_div([train(46432)], [train(17151)], 6).
octal_div([train(22209)], [train(13615)], 0).
octal_div([train(1018)], [train(45480)], 0).
octal_div([train(30856)], [train(31771)], 6).
octal_div([train(17484)], [train(493)], 3).
octal_div([train(12756)], [train(33918)], 5).
octal_div([train(48732)], [train(37286)], 3).
octal_div([train(41388)], [train(3405)], 0).
octal_div([train(24112)], [train(5549)], 2).
octal_div([train(20072)], [train(50788)], 3).
octal_div([train(52483)], [train(15525)], 2).
octal_div([train(42535)], [train(29173)], 2).
octal_div([train(13135)], [train(25443)], 0).
octal_div([train(21750)], [train(46583)], 2).
octal_div([train(8465)], [train(35895)], 2).
octal_div([train(50149)], [train(700)], 1).
octal_div([train(13913)], [train(15850)], 0).
octal_div([train(16642)], [train(21814)], 0).
octal_div([train(46415)], [train(2719)], 4).
octal_div([train(40826)], [train(17664)], 1).
octal_div([train(11620)], [train(40672)], 0).
octal_div([train(9407)], [train(14842)], 1).
octal_div([train(32549)], [train(10476)], 3).
octal_div([train(33933)], [train(51095)], 0).
octal_div([train(48308)], [train(17042)], 7).
octal_div([train(57703)], [train(32392)], 7).
octal_div([train(6619)], [train(6456)], 0).
octal_div([train(35142)], [train(55635)], 4).
octal_div([train(10340)], [train(7652)], 0).
octal_div([train(17358)], [train(28140)], 4).
octal_div([train(38365)], [train(10180)], 5).
octal_div([train(41251)], [train(56135)], 1).
octal_div([train(5053)], [train(28893)], 0).
octal_div([train(57980)], [train(34173)], 7).
octal_div([train(53159)], [train(23559)], 7).
octal_div([train(7586)], [train(9541)], 2).
octal_div([train(44378)], [train(48444)], 7).
octal_div([train(9435)], [train(57335)], 0).
octal_div([train(15733)], [train(26827)], 6).
octal_div([train(40721)], [train(40147)], 4).
octal_div([train(43965)], [train(19494)], 0).
octal_div([train(46826)], [train(43534)], 0).
octal_div([train(21564)], [train(25702)], 6).
octal_div([train(19006)], [train(42530)], 0).
octal_div([train(54783)], [train(18092)], 0).
octal_div([train(39601)], [train(5990)], 1).
octal_div([train(15505)], [train(9394)], 0).
octal_div([train(13896)], [train(44702)], 0).
octal_div([train(28871)], [train(12949)], 10).
octal_div([train(1892)], [train(51686)], 2).
octal_div([train(41946)], [train(30889)], 1).
octal_div([train(52458)], [train(58646)], 1).
octal_div([train(28287)], [train(40699)], 3).
octal_div([train(5954)], [train(32229)], 4).
octal_div([train(14319)], [train(13022)], 0).
octal_div([train(42824)], [train(49113)], 7).
octal_div([train(6394)], [train(5749)], 0).
octal_div([train(42995)], [train(9957)], 1).
octal_div([train(46690)], [train(46520)], 2).
octal_div([train(47312)], [train(58644)], 4).
octal_div([train(17371)], [train(4484)], 3).
octal_div([train(12784)], [train(35137)], 1).
octal_div([train(42709)], [train(38666)], 11).
octal_div([train(11481)], [train(4291)], 3).
octal_div([train(35300)], [train(23109)], 1).
octal_div([train(44255)], [train(18044)], 2).
octal_div([train(11429)], [train(43896)], 0).
octal_div([train(35294)], [train(31782)], 0).
octal_div([train(44266)], [train(37845)], 0).
octal_div([train(48518)], [train(13574)], 1).
octal_div([train(53995)], [train(9399)], 3).
octal_div([train(47201)], [train(57238)], 1).
octal_div([train(1126)], [train(38586)], 1).
octal_div([train(13033)], [train(11927)], 0).
octal_div([train(26670)], [train(43505)], 1).
octal_div([train(19889)], [train(51673)], 4).
octal_div([train(58265)], [train(16900)], 0).
octal_div([train(8972)], [train(14812)], 2).
octal_div([train(25650)], [train(38541)], 0).
octal_div([train(20453)], [train(47848)], 1).
octal_div([train(51688)], [train(2703)], 1).
octal_div([train(1323)], [train(15396)], 6).
octal_div([train(48033)], [train(21687)], 6).
octal_div([train(56619)], [train(5876)], 6).
octal_div([train(44328)], [train(14443)], 1).
octal_div([train(35910)], [train(20242)], 3).
octal_div([train(3568)], [train(25255)], 0).
octal_div([train(16439)], [train(5304)], 0).
octal_div([train(30037)], [train(36517)], 0).
octal_div([train(25538)], [train(19250)], 1).
octal_div([train(13781)], [train(32553)], 1).
octal_div([train(23457)], [train(39342)], 1).
octal_div([train(11336)], [train(36070)], 1).
octal_div([train(9598)], [train(41493)], 1).
octal_div([train(40893)], [train(22133)], 4).
octal_div([train(39277)], [train(15608)], 10).
octal_div([train(1788)], [train(13961)], 10).
octal_div([train(51411)], [train(54128)], 4).
octal_div([train(44788)], [train(22561)], 0).
octal_div([train(42883)], [train(58297)], 1).
octal_div([train(50436)], [train(42460)], 11).
octal_div([train(11784)], [train(23970)], 6).
octal_div([train(7317)], [train(33279)], 1).
octal_div([train(7271)], [train(31148)], 0).
octal_div([train(51226)], [train(25157)], 0).
octal_div([train(15223)], [train(22624)], 1).
octal_div([train(40785)], [train(43887)], 6).
octal_div([train(48754)], [train(20917)], 2).
octal_div([train(59680)], [train(19838)], 0).
octal_div([train(37046)], [train(17538)], 11).
octal_div([train(43532)], [train(7594)], 4).
octal_div([train(10216)], [train(9383)], 2).
octal_div([train(4618)], [train(9711)], 1).
octal_div([train(54313)], [train(26188)], 0).
octal_div([train(14373)], [train(4851)], 1).
octal_div([train(33990)], [train(27909)], 1).
octal_div([train(5299)], [train(5528)], 4).
octal_div([train(29560)], [train(16637)], 0).
octal_div([train(58250)], [train(24446)], 1).
octal_div([train(49221)], [train(37903)], 0).
octal_div([train(421)], [train(21772)], 1).
octal_div([train(7504)], [train(8820)], 1).
octal_div([train(33246)], [train(49919)], 11).
octal_div([train(18655)], [train(41908)], 6).
octal_div([train(44868)], [train(26420)], 7).
octal_div([train(29208)], [train(54842)], 1).
octal_div([train(48673)], [train(3589)], 3).
octal_div([train(35805)], [train(54614)], 3).
octal_div([train(47916)], [train(36717)], 3).
octal_div([train(8682)], [train(26174)], 0).
octal_div([train(57667)], [train(14753)], 11).
octal_div([train(9203)], [train(53726)], 2).
octal_div([train(51368)], [train(25235)], 4).
octal_div([train(50092)], [train(44864)], 6).
octal_div([train(6554)], [train(47773)], 1).
octal_div([train(7303)], [train(50682)], 1).
octal_div([train(44975)], [train(8283)], 1).
octal_div([train(29346)], [train(39846)], 11).
octal_div([train(5105)], [train(42333)], 1).
octal_div([train(17666)], [train(59315)], 3).
octal_div([train(22225)], [train(4028)], 0).
octal_div([train(46820)], [train(12390)], 1).
octal_div([train(42483)], [train(42443)], 0).
octal_div([train(39615)], [train(28582)], 0).
octal_div([train(58786)], [train(41121)], 3).
octal_div([train(11718)], [train(52142)], 1).
octal_div([train(23120)], [train(58567)], 0).
octal_div([train(45841)], [train(7558)], 11).
octal_div([train(39817)], [train(1353)], 0).
octal_div([train(68)], [train(52029)], 0).
octal_div([train(16800)], [train(56077)], 1).
octal_div([train(13189)], [train(1197)], 10).
octal_div([train(51737)], [train(3418)], 0).
octal_div([train(34519)], [train(42633)], 0).
octal_div([train(22394)], [train(31185)], 2).
octal_div([train(54800)], [train(33181)], 0).
octal_div([train(49583)], [train(33907)], 0).
octal_div([train(9192)], [train(33400)], 1).
octal_div([train(17377)], [train(14181)], 11).
octal_div([train(53403)], [train(44209)], 0).
octal_div([train(41802)], [train(55912)], 1).
octal_div([train(45939)], [train(53000)], 0).
octal_div([train(19392)], [train(53655)], 2).
octal_div([train(31158)], [train(9130)], 5).
octal_div([train(28860)], [train(19753)], 4).
octal_div([train(13081)], [train(56061)], 0).
octal_div([train(52881)], [train(31421)], 10).
octal_div([train(1474)], [train(8756)], 1).
octal_div([train(884)], [train(18950)], 1).
octal_div([train(50984)], [train(46539)], 7).
octal_div([train(59992)], [train(57454)], 11).
octal_div([train(10336)], [train(49941)], 11).
octal_div([train(27030)], [train(18074)], 10).
octal_div([train(54069)], [train(763)], 1).
octal_div([train(34480)], [train(34944)], 0).
octal_div([train(25218)], [train(13925)], 2).
octal_div([train(49693)], [train(15948)], 3).
octal_div([train(16410)], [train(36154)], 2).
octal_div([train(12208)], [train(9522)], 1).
octal_div([train(52358)], [train(14503)], 2).
octal_div([train(13268)], [train(23416)], 0).
octal_div([train(34356)], [train(55974)], 0).
octal_div([train(3824)], [train(45703)], 3).
octal_div([train(30849)], [train(28279)], 0).
octal_div([train(26490)], [train(17599)], 6).
octal_div([train(28683)], [train(8433)], 2).
octal_div([train(46282)], [train(15139)], 3).
octal_div([train(27764)], [train(8053)], 5).
octal_div([train(16611)], [train(14774)], 2).
octal_div([train(51508)], [train(3675)], 6).
octal_div([train(9176)], [train(33856)], 11).
octal_div([train(45371)], [train(55667)], 0).
octal_div([train(16306)], [train(46429)], 0).
octal_div([train(51332)], [train(3174)], 1).
octal_div([train(18837)], [train(42827)], 0).
octal_div([train(35903)], [train(20769)], 1).
octal_div([train(1501)], [train(2054)], 0).
octal_div([train(18791)], [train(45792)], 3).
octal_div([train(19435)], [train(11412)], 10).
octal_div([train(32946)], [train(27172)], 0).
octal_div([train(56693)], [train(22698)], 1).
octal_div([train(36351)], [train(33600)], 0).
octal_div([train(2300)], [train(21185)], 1).
octal_div([train(50435)], [train(50868)], 0).
octal_div([train(43545)], [train(36772)], 1).
octal_div([train(18141)], [train(8419)], 1).
octal_div([train(10352)], [train(22833)], 0).
octal_div([train(13199)], [train(26151)], 1).
octal_div([train(54810)], [train(36555)], 0).
octal_div([train(14640)], [train(51242)], 1).
octal_div([train(56441)], [train(4920)], 6).
octal_div([train(34124)], [train(6828)], 1).
octal_div([train(58276)], [train(16483)], 1).
octal_div([train(4434)], [train(49665)], 2).
octal_div([train(36781)], [train(40203)], 1).
octal_div([train(10579)], [train(914)], 0).
octal_div([train(24493)], [train(19112)], 1).
octal_div([train(59398)], [train(2039)], 3).
octal_div([train(8754)], [train(43543)], 0).
octal_div([train(47786)], [train(25266)], 0).
octal_div([train(20934)], [train(28488)], 0).
octal_div([train(4148)], [train(31787)], 10).
octal_div([train(41087)], [train(20678)], 2).
octal_div([train(58121)], [train(22267)], 0).
octal_div([train(33214)], [train(48888)], 0).
octal_div([train(14387)], [train(54946)], 7).
octal_div([train(38896)], [train(7221)], 5).
octal_div([train(27022)], [train(55960)], 1).
octal_div([train(26616)], [train(1394)], 10).
octal_div([train(59853)], [train(46383)], 1).
octal_div([train(14403)], [train(9606)], 1).
octal_div([train(49626)], [train(56488)], 2).
octal_div([train(39194)], [train(13983)], 0).
octal_div([train(9971)], [train(28445)], 0).
octal_div([train(58049)], [train(38960)], 1).
octal_div([train(59274)], [train(46699)], 1).
octal_div([train(44701)], [train(49796)], 11).
octal_div([train(3088)], [train(25617)], 2).
octal_div([train(58358)], [train(30710)], 4).
octal_div([train(2404)], [train(22466)], 0).
octal_div([train(41346)], [train(33934)], 1).
octal_div([train(9752)], [train(39285)], 3).
octal_div([train(23591)], [train(18580)], 1).
octal_div([train(15798)], [train(28146)], 0).
octal_div([train(50807)], [train(50083)], 11).
octal_div([train(393)], [train(47409)], 4).
octal_div([train(16283)], [train(29740)], 2).
octal_div([train(15306)], [train(56575)], 5).
octal_div([train(21993)], [train(33124)], 3).
octal_div([train(24722)], [train(16674)], 2).
octal_div([train(22270)], [train(35898)], 0).
octal_div([train(33357)], [train(8162)], 3).
octal_div([train(33293)], [train(27601)], 0).
octal_div([train(13215)], [train(20941)], 0).
octal_div([train(43255)], [train(37563)], 3).
octal_div([train(9299)], [train(45373)], 1).
octal_div([train(6782)], [train(46847)], 1).
octal_div([train(39053)], [train(8806)], 7).
octal_div([train(41992)], [train(29747)], 2).
octal_div([train(44379)], [train(22106)], 4).
octal_div([train(28561)], [train(24)], 3).
octal_div([train(52912)], [train(31108)], 2).
octal_div([train(14873)], [train(15355)], 1).
octal_div([train(53838)], [train(7634)], 1).
octal_div([train(15317)], [train(1852)], 3).
octal_div([train(7412)], [train(11702)], 3).
octal_div([train(21417)], [train(47541)], 1).
octal_div([train(13126)], [train(17266)], 0).
octal_div([train(37708)], [train(3186)], 0).
octal_div([train(14901)], [train(25838)], 1).
octal_div([train(44821)], [train(33942)], 5).
octal_div([train(32913)], [train(26167)], 3).
octal_div([train(44278)], [train(14460)], 0).
octal_div([train(40507)], [train(54296)], 3).
octal_div([train(37086)], [train(30262)], 1).
octal_div([train(44636)], [train(7207)], 2).
octal_div([train(14987)], [train(32722)], 1).
octal_div([train(22157)], [train(12251)], 1).
octal_div([train(48714)], [train(15960)], 1).
octal_div([train(32784)], [train(23269)], 2).
octal_div([train(26292)], [train(7828)], 0).
octal_div([train(58858)], [train(54470)], 0).
octal_div([train(25188)], [train(18540)], 4).
octal_div([train(50871)], [train(48653)], 2).
octal_div([train(13062)], [train(18867)], 2).
octal_div([train(24979)], [train(24084)], 2).
octal_div([train(19973)], [train(5079)], 1).
octal_div([train(32481)], [train(587)], 2).
octal_div([train(14720)], [train(17986)], 4).
octal_div([train(59459)], [train(14853)], 5).
octal_div([train(45247)], [train(46800)], 1).
octal_div([train(32135)], [train(39434)], 1).
octal_div([train(49501)], [train(45861)], 4).
octal_div([train(56494)], [train(2166)], 11).
octal_div([train(462)], [train(59579)], 0).
octal_div([train(36616)], [train(38436)], 6).
octal_div([train(53936)], [train(3716)], 0).
octal_div([train(56627)], [train(43151)], 11).
octal_div([train(9245)], [train(19444)], 2).
octal_div([train(7266)], [train(53377)], 1).
octal_div([train(36447)], [train(26868)], 0).
octal_div([train(19821)], [train(10455)], 3).
octal_div([train(23876)], [train(35455)], 1).
octal_div([train(17608)], [train(6671)], 1).
octal_div([train(15276)], [train(21923)], 7).
octal_div([train(26554)], [train(38549)], 1).
octal_div([train(3516)], [train(37024)], 0).
octal_div([train(28898)], [train(11228)], 6).
octal_div([train(28716)], [train(13636)], 3).
octal_div([train(42153)], [train(54230)], 0).
octal_div([train(1689)], [train(11010)], 1).
octal_div([train(51152)], [train(5107)], 6).
octal_div([train(54214)], [train(36151)], 0).
octal_div([train(36807)], [train(10423)], 3).
octal_div([train(14989)], [train(50838)], 6).
octal_div([train(43682)], [train(57960)], 6).
octal_div([train(24188)], [train(29663)], 0).
octal_div([train(20863)], [train(31503)], 0).
octal_div([train(51992)], [train(5595)], 0).
octal_div([train(24632)], [train(11051)], 2).
octal_div([train(40259)], [train(47967)], 1).
octal_div([train(59575)], [train(17477)], 2).
octal_div([train(7286)], [train(33649)], 0).
octal_div([train(45748)], [train(42425)], 0).
octal_div([train(7000)], [train(33889)], 2).
octal_div([train(36403)], [train(48744)], 1).
octal_div([train(34939)], [train(21744)], 7).
octal_div([train(58828)], [train(41155)], 1).
octal_div([train(22444)], [train(10375)], 0).
octal_div([train(50686)], [train(26795)], 1).
